City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Paamiut,GL,61.994,-49.6678,42.19,93,22,18.16,few clouds
344,San Cristobal,VE,7.7669,-72.225,80.78,53,54,5.28,broken clouds
345,Turayf,SA,31.6725,38.6637,88.05,16,0,9.22,clear sky
346,San Carlos De Bariloche,AR,-41.1456,-71.3082,41.25,87,75,11.5,drizzle
347,Bousso,TD,10.4795,16.7117,78.3,82,100,5.39,overcast clouds
348,Lagoa,PT,39.05,-27.9833,74.16,86,11,12.46,few clouds
349,Kitgum,UG,3.2783,32.8867,68.79,82,79,5.73,broken clouds
350,Mirabad,AF,30.4362,61.8383,90.55,50,60,16.17,broken clouds
351,Sioux Lookout,CA,50.1001,-91.917,64.47,94,75,5.75,broken clouds
352,Rognan,NO,67.0953,15.3878,58.75,39,100,5.64,light rain
353,Grindavik,IS,63.8424,-22.4338,54.07,94,100,20.71,moderate rain
354,Camana,PE,-16.6228,-72.7111,63.48,77,63,9.69,broken clouds
355,Krasnoarmeysk,RU,51.0239,45.6969,69.51,74,70,4.36,broken clouds
356,Vallenar,CL,-28.5708,-70.7581,69.06,37,3,4.85,clear sky
357,Le Port,RE,-20.9373,55.2919,69.76,74,34,6.69,scattered clouds
358,Bahar,IR,34.9072,48.4414,82.56,26,0,4.61,clear sky
359,Baracoa,CU,20.3467,-74.4958,86.0,70,43,10.69,scattered clouds
360,Boende,CD,-0.2167,20.8667,73.06,93,100,3.02,light rain
361,Tukrah,LY,32.5341,20.5791,80.6,72,0,3.94,clear sky
362,Bunia,CD,1.5667,30.25,70.63,57,100,3.11,overcast clouds
363,Santa Lucia,ES,27.9117,-15.5407,78.76,54,0,24.16,clear sky
364,Tankara,IN,22.6667,70.7333,79.12,88,96,10.38,overcast clouds
365,Vilhena,BR,-12.7406,-60.1458,88.02,29,40,8.05,scattered clouds
366,Nuuk,GL,64.1835,-51.7216,43.88,93,100,9.26,overcast clouds
367,Rafaela,AR,-31.2503,-61.4867,87.98,31,89,3.0,overcast clouds
368,Parabel,RU,58.6978,81.4825,59.38,90,38,7.96,scattered clouds
369,Korla,CN,41.7597,86.1469,85.28,19,1,2.3,clear sky
370,Kasulu,TZ,-4.5767,30.1025,66.87,61,35,3.36,scattered clouds
371,Anloga,GH,5.7947,0.8973,76.06,89,96,16.46,overcast clouds
372,Gazojak,TM,41.1875,61.4036,85.26,31,6,12.48,clear sky
373,Klaksvik,FO,62.2266,-6.589,52.72,75,91,9.55,overcast clouds
374,Clyde River,CA,70.4692,-68.5914,41.23,93,75,10.36,broken clouds
375,Nanga Eboko,CM,4.6833,12.3667,70.92,89,97,3.2,overcast clouds
376,Barcelos,PT,41.5388,-8.6151,78.91,64,0,7.4,clear sky
377,Alenquer,BR,-1.9417,-54.7383,92.71,41,55,4.07,broken clouds
378,Makungu,TZ,-8.7333,35.2833,56.07,88,11,3.8,few clouds
379,Kerman,IR,30.2832,57.0788,84.06,39,75,9.22,dust
380,Carballo,ES,43.213,-8.691,72.82,74,6,10.33,clear sky
381,Goundi,TD,9.3627,17.366,75.11,87,93,3.24,overcast clouds
382,Husavik,IS,66.0449,-17.3389,54.28,73,94,5.75,overcast clouds
383,Santa Rosa,PH,14.3122,121.1114,80.11,87,100,2.21,overcast clouds
384,Akureyri,IS,65.6835,-18.0878,57.13,67,100,5.75,overcast clouds
385,Dzilam Gonzalez,MX,21.2833,-88.9333,84.65,72,89,8.84,overcast clouds
386,Zatoka,UA,46.0725,30.4654,74.5,70,47,13.06,scattered clouds
387,Zanjan,IR,36.6736,48.4787,64.6,70,4,8.84,clear sky
388,Bukama,CD,-9.2,25.85,75.38,35,26,3.87,scattered clouds
389,Svetlogorsk,BY,52.6333,29.7333,65.84,73,64,4.25,broken clouds
390,Zlobin,HR,45.2924,14.6541,72.7,47,20,17.27,few clouds
391,Oktyabrskoye,RU,43.0645,44.7417,68.14,77,12,4.47,few clouds
392,Guarapari,BR,-20.6667,-40.4975,75.88,71,6,10.02,clear sky
393,Shahkot,IN,31.0775,75.3372,84.56,66,17,6.69,few clouds
394,Imeni Zhelyabova,RU,58.9544,36.5956,66.15,85,84,2.84,broken clouds
395,Sabzevar,IR,36.2126,57.6819,87.08,25,0,18.41,sand
396,Nantucket,US,41.2835,-70.0995,78.91,81,100,11.12,overcast clouds
397,Madison,US,34.7334,-86.5667,93.09,61,75,13.8,broken clouds
398,Diffa,NE,13.3154,12.6113,91.74,44,91,11.36,overcast clouds
399,Caxito,AO,-8.5785,13.6643,69.66,91,100,4.74,overcast clouds
400,Mangai,CD,-4.05,19.5333,80.74,29,26,0.87,scattered clouds
401,Gore,NZ,-46.1028,168.9436,43.39,97,100,8.48,overcast clouds
402,Dzaoudzi,YT,-12.7887,45.2699,75.09,73,0,10.36,clear sky
403,Beyneu,KZ,45.3167,55.2,80.69,35,0,11.23,clear sky
404,Aranos,NA,-24.1333,19.1167,63.68,20,25,11.36,scattered clouds
405,Margate,GB,51.3813,1.3862,63.9,69,100,1.99,overcast clouds
406,Hobyo,SO,5.3505,48.5268,76.33,83,48,26.02,scattered clouds
407,Moba,CN,33.2288,105.0179,63.16,95,100,3.62,overcast clouds
408,Purranque,CL,-40.9167,-73.1667,56.53,89,83,5.55,broken clouds
409,Grand-Santi,GF,4.25,-54.3833,81.73,81,100,2.66,overcast clouds
410,Sept-Iles,CA,50.2001,-66.3821,69.8,64,75,18.41,broken clouds
411,Rosiile,RO,44.8667,23.9333,77.92,35,0,1.52,clear sky
412,Krasnoselkup,RU,65.7,82.4667,54.07,69,1,9.62,clear sky
413,Lenoir City,US,35.7973,-84.256,90.16,75,92,1.01,overcast clouds
414,Camopi,GF,3.1655,-52.3158,80.67,93,98,2.71,overcast clouds
415,Kinshasa,CD,-4.3246,15.3215,80.67,48,86,6.96,overcast clouds
416,Chanika,TZ,-5.4167,38.0167,65.01,90,95,5.99,light rain
417,Lipari,IT,38.4674,14.954,84.33,69,0,2.57,clear sky
418,Utuado,PR,18.2655,-66.7004,88.79,68,2,12.84,clear sky
419,Peyima,SL,8.7,-11.0333,71.94,96,89,1.41,light rain
420,Kilindoni,TZ,-7.9139,39.6668,75.87,77,5,16.15,clear sky
421,Brigantine,US,39.4101,-74.3646,77.04,83,100,4.61,overcast clouds
422,Correntina,BR,-13.3433,-44.6367,85.89,23,0,8.32,clear sky
423,Soyo,AO,-6.1349,12.3689,70.65,85,33,8.95,scattered clouds
424,Kaabong,UG,3.4836,34.1492,67.44,67,86,2.24,overcast clouds
425,Guhagar,IN,17.4842,73.1929,78.67,86,100,1.05,heavy intensity rain
426,Saint-Georges,GD,12.0564,-61.7485,85.68,74,40,23.02,scattered clouds
427,Fairfield,US,41.2668,-73.3162,82.62,56,100,8.61,overcast clouds
428,Kovdor,RU,67.5662,30.4758,61.77,95,100,8.46,light rain
429,Bagru,IN,26.8088,75.5423,79.14,86,77,10.4,broken clouds
430,Clarksburg,US,39.2807,-80.3445,75.88,91,100,2.84,overcast clouds
431,Beira,MZ,-19.8436,34.8389,66.29,77,20,5.99,few clouds
432,Lucapa,AO,-8.4192,20.7447,71.49,27,38,3.0,scattered clouds
433,Castro,BR,-24.7911,-50.0119,72.91,44,0,4.32,clear sky
434,Banyo,CM,6.75,11.8167,65.82,97,100,0.85,light rain
435,Eydhafushi,MV,5.1033,73.0708,81.14,79,99,16.42,overcast clouds
436,Yar-Sale,RU,66.8333,70.8333,48.72,88,100,9.93,overcast clouds
437,Miraflores,MX,19.2167,-98.8083,73.02,49,97,3.18,overcast clouds
438,Riohacha,CO,11.5444,-72.9072,89.71,62,75,14.97,broken clouds
439,Rudbar,AF,30.15,62.6,87.67,55,16,14.25,few clouds
440,Kinsale,IE,51.7075,-8.5306,60.17,72,75,8.05,broken clouds
441,Benguela,AO,-12.5763,13.4055,69.21,85,66,5.39,broken clouds
442,El Tigre,VE,8.8875,-64.2454,91.38,34,31,6.29,scattered clouds
443,Tsiroanomandidy,MG,-18.7667,46.0333,61.74,63,5,1.61,clear sky
444,Clarence Town,AU,-32.5833,151.7833,50.86,71,2,11.81,clear sky
445,Tarauaca,BR,-8.1614,-70.7656,92.17,39,87,3.78,overcast clouds
446,Pemba,MZ,-12.974,40.5178,75.9,78,20,13.0,few clouds
447,Peque,CO,7.0212,-75.9093,76.71,75,83,1.63,broken clouds
448,Lasa,IT,46.6166,10.7002,70.7,89,55,5.1,broken clouds
449,Zhob,PK,31.3411,69.4481,76.53,76,72,1.01,broken clouds
450,Itaberaba,BR,-12.5275,-40.3069,81.12,44,100,12.57,overcast clouds
451,Zakharovo,RU,54.366,39.2792,71.94,66,50,6.13,scattered clouds
452,Synya,RU,65.3718,58.0387,52.9,73,100,4.81,overcast clouds
453,Bulungu,CD,-4.55,18.6,82.36,28,41,3.62,scattered clouds
454,Thinadhoo,MV,0.5333,72.9333,81.41,75,80,15.03,broken clouds
455,Aljezur,PT,37.3191,-8.8033,69.19,81,2,15.17,clear sky
456,Jeremie,HT,18.65,-74.1167,86.7,66,8,7.65,clear sky
457,Abu Zabad,SD,12.35,29.25,74.71,78,100,9.69,light rain
458,Kribi,CM,2.95,9.9167,75.96,90,100,8.9,light rain
459,Port Said,EG,31.2565,32.2841,82.38,78,0,8.05,clear sky
460,Santa Marta,CO,11.2408,-74.199,91.45,58,75,6.91,broken clouds
461,Yurga,RU,55.7231,84.8861,60.67,83,100,5.41,overcast clouds
462,Raahe,FI,64.6833,24.4833,64.49,89,100,18.84,heavy intensity rain
463,Rawson,AR,-43.3002,-65.1023,46.87,91,100,8.84,overcast clouds
464,Shelburne,CA,44.0787,-80.2041,72.59,46,0,7.83,clear sky
465,Mahmudabad,IN,27.3,81.1167,86.63,63,99,5.66,overcast clouds
466,Cabo Rojo,PR,18.0866,-67.1457,90.25,71,13,7.0,few clouds
467,Kholm,RU,59.2667,32.85,65.46,78,23,4.52,few clouds
468,Mahdasht,IR,35.7299,50.8111,91.62,45,0,13.8,clear sky
469,Necochea,AR,-38.5473,-58.7368,57.31,90,100,6.98,overcast clouds
470,Hamilton,US,39.1834,-84.5333,76.08,90,100,1.01,overcast clouds
471,Ifakara,TZ,-8.1333,36.6833,72.7,62,75,1.16,broken clouds
472,Progreso,MX,21.2833,-89.6667,85.95,65,30,17.2,scattered clouds
473,Oriximina,BR,-1.7656,-55.8661,90.23,45,88,6.17,overcast clouds
474,San Pedro,PH,14.35,121.0167,79.36,91,75,0.0,broken clouds
475,Sawakin,SD,19.1059,37.3321,97.29,38,100,11.03,overcast clouds
476,Umm Kaddadah,SD,13.6017,26.6876,92.86,32,100,12.84,overcast clouds
477,Charlestown,AU,-32.95,151.6667,50.5,73,3,5.01,clear sky
478,Neuquen,AR,-38.9516,-68.0591,48.09,87,75,0.0,light intensity drizzle
479,Thiruvananthapuram,IN,8.4833,76.9167,82.38,78,75,6.91,mist
480,Immokalee,US,26.4187,-81.4173,85.95,82,0,4.61,light rain
481,Gribanovskiy,RU,51.4579,41.9764,65.3,87,91,2.39,moderate rain
482,Baltasi,RU,56.3462,50.2062,64.98,92,39,8.41,scattered clouds
483,Kempele,FI,64.9131,25.5034,65.12,94,100,12.66,light intensity shower rain
484,Kishni,IN,27.0247,79.2634,87.04,64,26,5.57,scattered clouds
485,Canutama,BR,-6.5339,-64.3831,98.83,25,33,3.33,scattered clouds
486,Bolu,TR,40.6667,31.5833,60.82,86,0,2.42,clear sky
487,Odweyne,SO,9.4092,45.064,77.4,34,100,21.27,overcast clouds
488,Nalut,LY,30.3333,10.85,89.6,11,0,8.61,clear sky
489,Alta Floresta,BR,-9.8756,-56.0861,94.82,28,40,3.44,scattered clouds
490,Vrede,ZA,-27.4257,29.1659,47.77,43,2,3.74,clear sky
491,Luba,GQ,3.4568,8.5547,76.89,90,60,6.51,light rain
492,Aasiaat,GL,68.7098,-52.8699,38.73,96,100,6.96,overcast clouds
493,Khor,RU,47.8861,134.9464,65.79,95,99,2.51,overcast clouds
494,Brae,GB,60.3964,-1.353,51.84,76,8,11.65,clear sky
495,Buchanan,LR,5.8808,-10.0467,75.65,83,93,8.08,overcast clouds
496,Chokwe,MZ,-24.5333,32.9833,64.71,58,0,4.29,clear sky
497,Atasu,KZ,48.6814,71.6433,79.88,20,41,15.66,scattered clouds
498,Aksu,CN,41.1231,80.2644,86.79,21,7,3.44,clear sky
499,Gornopravdinsk,RU,60.05,69.9,55.63,70,5,4.56,clear sky
500,Tabou,CI,4.423,-7.3528,75.72,79,100,9.26,overcast clouds
501,Pietarsaari,FI,63.65,22.6833,64.53,94,30,12.8,scattered clouds
502,Gordeyevka,RU,52.9569,31.9703,63.48,85,0,2.84,clear sky
503,Sitapur,IN,27.5667,80.6833,86.13,66,100,5.01,overcast clouds
504,Ornskoldsvik,SE,63.2909,18.7153,61.75,94,100,5.75,overcast clouds
505,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,87,75,6.91,broken clouds
506,Bilma,NE,18.6853,12.9164,95.25,11,24,6.98,few clouds
507,Umuarama,BR,-23.7664,-53.325,83.32,33,0,3.62,clear sky
508,Barra Do Garcas,BR,-15.89,-52.2567,93.78,29,0,9.22,clear sky
509,Colesberg,ZA,-30.72,25.0972,55.27,53,5,6.22,clear sky
510,Les Cayes,HT,18.2,-73.75,86.49,66,22,13.8,few clouds
511,Japura,ID,-0.3167,102.35,74.05,97,81,2.48,broken clouds
512,Belmonte,BR,-15.8631,-38.8828,76.01,65,0,9.53,clear sky
513,Taoudenni,ML,22.6783,-3.9836,108.28,8,100,11.72,overcast clouds
514,Bonavista,CA,48.6499,-53.1147,68.32,81,100,17.56,overcast clouds
515,Lima,PE,-12.0432,-77.0282,62.85,72,100,9.22,overcast clouds
516,Sovetskiy,RU,61.3614,63.5842,53.73,60,4,4.81,clear sky
517,Sistranda,NO,63.7256,8.834,53.56,83,100,22.82,overcast clouds
518,Salinopolis,BR,-0.6136,-47.3561,80.31,81,98,7.83,overcast clouds
519,Kibre Mengist,ET,5.8833,38.9833,62.82,67,100,2.82,overcast clouds
520,Birao,CF,10.2849,22.7882,73.58,92,99,7.25,moderate rain
521,Kazanskaya,RU,45.4106,40.4361,68.99,71,84,5.84,light rain
522,Novi Travnik,BA,44.1711,17.6575,66.47,97,67,1.54,broken clouds
523,Kaniv,UA,49.7518,31.46,67.33,57,0,5.46,clear sky
524,Juuru,EE,59.0597,24.956,66.18,95,100,7.54,overcast clouds
525,Peniche,PT,39.3558,-9.3811,73.11,76,0,17.07,clear sky
526,Artyom,AZ,40.4723,50.333,75.34,60,0,5.01,clear sky
527,Mormugao,IN,15.4,73.8,78.06,89,75,2.3,light rain
528,Rio Claro,BR,-22.4114,-47.5614,83.53,24,0,2.93,clear sky
529,Kamennomostskiy,RU,44.2983,40.1856,61.34,92,9,4.25,clear sky
530,Itabera,BR,-23.8619,-49.1372,79.16,33,0,1.32,clear sky
531,Jizan,SA,17.3333,42.6667,90.54,64,100,6.96,overcast clouds
532,Pontes E Lacerda,BR,-15.2261,-59.3353,98.04,17,10,3.38,clear sky
533,Mao,ES,39.8885,4.2658,79.36,65,0,13.8,clear sky
534,Uzhur,RU,55.3036,89.8339,50.5,89,100,3.4,overcast clouds
535,Bonanza,NI,14.0289,-84.591,74.68,97,100,1.72,overcast clouds
536,Igarapava,BR,-20.0383,-47.7469,85.12,18,0,1.43,clear sky
537,Villeneuve-Sur-Lot,FR,44.5,0.6667,75.25,51,5,7.31,clear sky
538,Salym,RU,60.0625,71.4789,56.89,72,37,5.12,scattered clouds
539,Borovoy,RU,55.4333,86.0833,58.28,100,20,4.47,mist
540,Guanica,PR,17.9716,-66.908,90.5,71,6,17.34,clear sky
541,Kisangani,CD,0.5167,25.2,70.75,98,100,2.86,moderate rain
542,Santiago Del Estero,AR,-27.7951,-64.2615,89.02,36,16,6.49,few clouds
543,Tuscaloosa,US,33.2098,-87.5692,94.08,62,99,4.14,overcast clouds
544,Hastinapur,IN,29.1667,78.0167,85.53,58,100,5.84,overcast clouds
545,Marawi,PH,7.9986,124.2928,68.9,92,100,3.22,moderate rain
546,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,9.22,broken clouds
547,Francisco Beltrao,BR,-26.0811,-53.055,76.48,59,0,0.74,clear sky
548,Tombouctou,ML,20.0,-3.0,105.66,8,0,12.19,clear sky
549,Bauska,LV,56.4075,24.1906,60.76,92,100,5.88,light rain
550,Kortkeros,RU,61.8106,51.5806,53.6,63,0,2.39,clear sky
551,Emborion,GR,40.4833,21.55,79.3,60,62,3.67,broken clouds
552,Belur,IN,13.1667,75.8667,67.69,94,100,3.85,overcast clouds
553,Amiens,FR,49.9,2.3,67.19,64,39,9.53,scattered clouds
554,Tela,HN,15.7833,-87.45,80.51,87,100,6.02,overcast clouds
555,Thunder Bay,CA,48.4001,-89.3168,75.11,60,100,13.8,overcast clouds
556,Tahoua,NE,14.8888,5.2692,96.44,34,27,13.06,scattered clouds
557,Cabinda,AO,-5.55,12.2,70.63,86,83,7.43,broken clouds
558,Kaspiysk,RU,42.8816,47.6392,73.58,78,3,7.0,clear sky
559,Arlit,NE,18.7369,7.3853,103.62,10,53,10.58,broken clouds
