City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Santa Maria,BR,2022-05-08 10:29:16,-29.6842,-53.8069,51.1,100,100,3.44
292,Lewisporte,CA,2022-05-08 10:29:16,49.2499,-55.0482,33.55,63,3,8.05
293,Ust-Tsilma,RU,2022-05-08 10:29:17,65.441,52.1498,53.98,83,75,10.56
294,Korla,CN,2022-05-08 10:29:17,41.7597,86.1469,76.08,35,16,22.7
295,Skelleftea,SE,2022-05-08 10:29:18,64.7507,20.9528,44.96,31,0,12.66
296,Tartagal,AR,2022-05-08 10:29:19,-22.5164,-63.8013,61.79,72,90,2.13
297,Mahon,ES,2022-05-08 10:29:19,39.8885,4.2658,72.16,46,0,14.97
298,Terra Nova,BR,2022-05-08 10:29:20,-12.3667,-40.6667,63.88,91,48,3.09
299,Banda Aceh,ID,2022-05-08 10:29:21,5.5577,95.3222,85.64,70,71,14.65
300,Vila Velha,BR,2022-05-08 10:25:51,-20.3297,-40.2925,73.35,78,20,10.36
301,Sao Miguel,BR,2022-05-08 10:29:22,-5.4667,-35.3667,75.97,88,87,11.72
302,Artyshta,RU,2022-05-08 10:29:22,54.1222,86.2909,46.56,25,53,11.52
303,Burgeo,CA,2022-05-08 10:29:23,47.6167,-57.6152,36.07,66,0,8.41
304,Praia,CV,2022-05-08 10:26:04,14.9215,-23.5087,73.94,68,75,21.85
305,Pachino,IT,2022-05-08 10:29:24,36.7186,15.0907,64.8,68,13,18.45
306,Taoudenni,ML,2022-05-08 10:29:25,22.6783,-3.9836,93.87,6,31,20.71
307,Masuguru,TZ,2022-05-08 10:29:25,-11.3667,38.4167,86.56,52,73,5.23
308,Sambava,MG,2022-05-08 10:29:26,-14.2667,50.1667,83.39,67,47,9.91
309,Uruzgan,AF,2022-05-08 10:29:27,32.8333,66.0,88.36,11,1,8.68
310,Amarante Do Maranhao,BR,2022-05-08 10:29:27,-5.5667,-46.7422,71.82,89,100,2.13
311,Aquidauana,BR,2022-05-08 10:29:28,-20.4711,-55.7872,58.33,83,0,4.36
312,Playas,EC,2022-05-08 10:29:29,-2.6333,-80.3833,72.28,84,81,6.29
313,San Rafael Del Sur,NI,2022-05-08 10:29:29,11.8485,-86.4384,78.6,82,86,2.93
314,Touba,CI,2022-05-08 10:30:30,8.2833,-7.6833,88.29,52,79,3.29
315,Tukrah,LY,2022-05-08 10:30:31,32.5341,20.5791,69.28,60,0,12.3
316,Zharkent,KZ,2022-05-08 10:30:31,44.1628,80.0,83.34,22,8,3.24
317,Mehamn,NO,2022-05-08 10:30:32,71.0357,27.8492,29.61,86,99,13.29
318,Kangaatsiaq,GL,2022-05-08 10:30:32,68.3065,-53.4641,19.85,94,59,5.37
319,Lieksa,FI,2022-05-08 10:30:33,63.3167,30.0167,40.68,59,38,7.18
320,Saint-Leu,RE,2022-05-08 10:30:34,-21.15,55.2833,81.43,76,14,5.73
321,Kilindoni,TZ,2022-05-08 10:30:34,-7.9139,39.6668,81.48,75,19,17.27
322,Sarkand,KZ,2022-05-08 10:30:35,45.41,79.9186,70.63,40,21,9.37
323,Mitu,CO,2022-05-08 10:30:36,1.1983,-70.1733,70.7,100,100,1.68
324,Moratuwa,LK,2022-05-08 10:30:36,6.773,79.8816,87.82,84,100,11.07
325,Saint Anthony,US,2022-05-08 10:30:37,45.0205,-93.218,60.06,49,100,13.8
326,San Carlos,VE,2022-05-08 10:30:38,9.6612,-68.5827,74.08,89,77,1.99
327,Camacha,PT,2022-05-08 10:30:38,33.0833,-16.3333,62.02,59,75,14.97
328,Emba,KZ,2022-05-08 10:30:39,48.8264,58.1442,63.57,25,100,21.74
329,Myski,RU,2022-05-08 10:30:39,53.709,87.8014,48.36,25,63,9.89
330,Ratnagiri,IN,2022-05-08 10:30:40,16.9833,73.3,86.85,71,31,20.83
331,Calbuco,CL,2022-05-08 10:30:41,-41.768,-73.1273,54.61,94,97,6.49
332,Kulachi,PK,2022-05-08 10:30:41,31.9286,70.4592,108.09,9,0,7.47
333,Maniitsoq,GL,2022-05-08 10:30:42,65.4167,-52.9,29.59,60,1,6.06
334,Businga,CD,2022-05-08 10:30:43,3.3333,20.8833,94.06,41,78,4.32
335,Alta Floresta,BR,2022-05-08 10:30:43,-9.8756,-56.0861,70.97,96,57,1.66
336,Mahbubabad,IN,2022-05-08 10:30:44,17.6167,80.0167,97.23,29,71,7.7
337,Kamenka,RU,2022-05-08 10:30:45,51.3223,42.7678,61.74,31,0,3.69
338,Miranda,CO,2022-05-08 10:30:45,3.2499,-76.2281,64.53,88,95,3.74
339,Roald,NO,2022-05-08 10:30:46,62.5833,6.1333,49.33,49,0,8.05
340,Karaikkudi,IN,2022-05-08 10:30:46,10.0667,78.7833,99.79,31,100,4.54
341,Zemio,CF,2022-05-08 10:30:47,5.0314,25.1361,95.29,35,68,4.07
342,Esperanza,DO,2022-05-08 10:30:48,19.5847,-70.9849,70.38,95,10,3.74
343,Liman,UA,2022-05-08 10:30:49,48.9884,37.8023,64.49,29,10,3.51
344,Kudahuvadhoo,MV,2022-05-08 10:30:49,2.6708,72.8944,84.81,78,41,17.31
345,Sompeta,IN,2022-05-08 10:30:50,18.9333,84.6,86.02,65,25,10.76
346,Tiznit,MA,2022-05-08 10:30:50,29.5833,-9.5,90.81,8,75,7.4
347,Rozkishne,UA,2022-05-08 10:30:51,48.5074,39.3004,63.61,32,11,5.48
348,Shubarshi,KZ,2022-05-08 10:30:52,48.5872,57.1869,64.22,29,100,22.19
349,Veinticinco De Mayo,AR,2022-05-08 10:30:52,-35.4323,-60.1727,52.99,97,1,7.87
350,Sumbuya,SL,2022-05-08 10:30:53,7.6467,-11.9611,79.39,82,100,0.34
351,Qasigiannguit,GL,2022-05-08 10:30:54,68.8193,-51.1922,28.65,81,6,1.16
352,Kamina,CD,2022-05-08 10:30:55,-8.7386,24.9906,82.92,43,65,7.29
353,Rafsanjan,IR,2022-05-08 10:30:55,30.4067,55.9939,85.5,14,65,26.28
354,Lisala,CD,2022-05-08 10:30:56,2.15,21.5167,91.18,44,90,4.61
355,Westport,US,2022-05-08 10:30:20,41.1415,-73.3579,48.33,64,100,18.41
356,Bonoua,CI,2022-05-08 10:30:57,5.2741,-3.595,87.42,62,98,6.53
357,Marrakesh,MA,2022-05-08 10:30:57,31.6315,-8.0083,87.87,19,0,8.05
358,Planaltina,BR,2022-05-08 10:28:05,-15.4528,-47.6142,63.63,84,0,4.12
359,Chissamba,AO,2022-05-08 10:30:59,-12.1667,17.3333,75.38,44,7,4.88
360,Andenes,NO,2022-05-08 10:30:59,69.3143,16.1194,35.58,80,75,18.41
361,Gloversville,US,2022-05-08 10:32:00,43.0528,-74.3438,40.95,75,0,6.91
362,Novobirilyussy,RU,2022-05-08 10:32:01,56.9514,90.6661,40.98,32,100,10.92
363,Bibiani,GH,2022-05-08 10:32:01,6.4635,-2.3194,90.1,51,79,5.39
364,Takoradi,GH,2022-05-08 10:32:02,4.8845,-1.7554,84.87,69,82,4.99
365,Gabu,GW,2022-05-08 10:32:03,12.2833,-14.2167,93.85,32,8,7.94
366,Koregaon,IN,2022-05-08 10:32:03,18.65,74.0833,103.35,12,21,10.69
367,Baracoa,CU,2022-05-08 10:32:04,20.3467,-74.4958,75.47,84,31,5.21
368,Umtata,ZA,2022-05-08 10:32:05,-31.5889,28.7844,59.23,74,100,6.64
369,Inhambane,MZ,2022-05-08 10:32:05,-23.865,35.3833,84.18,61,20,9.22
370,La Romana,DO,2022-05-08 10:30:08,18.4273,-68.9728,75.06,84,2,6.04
371,Key West,US,2022-05-08 10:32:06,24.5557,-81.7826,82.4,81,40,9.22
372,Loveland,US,2022-05-08 10:31:44,40.3978,-105.075,53.71,62,100,9.22
373,Columbus,US,2022-05-08 10:27:27,39.9612,-82.9988,45.01,93,0,8.05
374,Lambarene,GA,2022-05-08 10:32:07,-0.7001,10.2406,86.02,74,75,2.48
375,Salalah,OM,2022-05-08 10:32:08,17.0151,54.0924,89.69,55,0,13.8
376,Grenada,ES,2022-05-08 10:32:09,37.1882,-3.6067,75.9,39,20,0.0
377,Kudymkar,RU,2022-05-08 10:32:09,59.0173,54.656,61.14,33,53,13.65
378,Tougan,BF,2022-05-08 10:32:10,13.0667,-3.0667,100.42,23,47,4.23
379,Sur,OM,2022-05-08 10:32:11,22.5667,59.5289,92.89,44,0,8.95
380,Castro,BR,2022-05-08 10:32:11,-24.7911,-50.0119,48.78,91,99,8.25
381,Vavuniya,LK,2022-05-08 10:32:12,8.7514,80.4971,86.4,72,100,7.27
382,Nizhnyaya Tavda,RU,2022-05-08 10:32:13,57.6731,66.1725,64.15,33,68,8.55
383,Albany,US,2022-05-08 10:30:02,42.6001,-73.9662,42.94,70,78,3.65
384,Najran,SA,2022-05-08 10:32:14,17.4924,44.1277,95.65,10,40,11.61
385,Bonga,ET,2022-05-08 10:32:15,7.2833,36.2333,81.25,46,40,4.85
386,Roxana,CR,2022-05-08 10:32:15,10.2753,-83.7513,73.04,95,64,2.66
387,San Joaquin,US,2022-05-08 10:32:16,37.9333,-121.3011,52.05,63,0,12.66
388,Songea,TZ,2022-05-08 10:32:16,-10.6833,35.65,76.68,53,71,4.5
389,Shache,CN,2022-05-08 10:32:17,38.4167,77.2406,89.69,11,0,7.38
390,Chiredzi,ZW,2022-05-08 10:32:18,-21.05,31.6667,87.3,32,14,5.01
391,Faya,SA,2022-05-08 10:32:18,18.3851,42.4509,84.72,24,0,2.59
392,Pimentel,PE,2022-05-08 10:32:19,-6.8367,-79.9342,64.0,91,97,12.75
393,Peniche,PT,2022-05-08 10:32:20,39.3558,-9.3811,79.09,75,38,9.44
394,Richards Bay,ZA,2022-05-08 10:32:20,-28.783,32.0377,70.72,74,94,16.8
395,Wielun,PL,2022-05-08 10:32:21,51.221,18.5696,64.69,55,96,5.39
396,Korampallam,IN,2022-05-08 10:32:22,8.7667,78.1,98.89,41,20,0.0
397,Kastamonu,TR,2022-05-08 10:32:22,41.5,33.6667,51.82,55,59,7.63
398,Nantucket,US,2022-05-08 10:32:23,41.2835,-70.0995,48.31,72,100,24.16
399,Kozhva,RU,2022-05-08 10:32:24,65.1073,57.0459,55.11,74,42,12.35
400,Aklera,IN,2022-05-08 10:32:24,24.4167,76.5667,108.37,8,0,10.42
401,Zaysan,KZ,2022-05-08 10:32:25,47.4667,84.8667,59.76,20,57,14.45
402,Acarau,BR,2022-05-08 10:32:26,-2.8856,-40.12,78.69,86,95,12.12
403,Gorele,TR,2022-05-08 10:32:27,41.0308,39.0031,52.47,81,100,8.21
404,Scarborough,GB,2022-05-08 10:32:27,54.2797,-0.4044,57.78,72,84,5.99
405,Kurchum,KZ,2022-05-08 10:32:28,48.5722,83.6542,58.64,24,50,19.53
406,Koygorodok,RU,2022-05-08 10:32:28,60.445,50.9968,61.97,38,83,13.67
407,Straumen,NO,2022-05-08 10:32:29,63.8709,11.2999,41.0,65,91,13.29
408,Portoferraio,IT,2022-05-08 10:33:30,42.8115,10.3146,76.08,63,20,0.0
409,Olive Branch,US,2022-05-08 10:33:30,34.9618,-89.8295,53.28,94,0,4.61
410,Marilia,BR,2022-05-08 10:33:31,-22.2139,-49.9458,56.39,83,25,7.45
411,Road Town,VG,2022-05-08 10:32:02,18.4167,-64.6167,78.89,82,16,14.81
412,Mocuba,MZ,2022-05-08 10:33:32,-16.8392,36.9856,81.9,56,46,2.26
413,Komsomolskiy,UZ,2022-05-08 10:33:33,40.4272,71.7189,90.32,17,0,6.91
414,Kyabe,TD,2022-05-08 10:33:33,9.4515,18.9449,103.24,23,82,2.28
415,Reconquista,AR,2022-05-08 10:30:12,-29.15,-59.65,52.97,89,91,6.13
416,Balkhash,KZ,2022-05-08 10:33:34,46.844,74.9804,68.61,13,0,24.61
417,Bermeo,ES,2022-05-08 10:33:35,43.4209,-2.7215,70.41,67,65,5.37
418,Tabas,IR,2022-05-08 10:33:36,33.5959,56.9244,96.26,10,37,14.29
419,Plouzane,FR,2022-05-08 10:33:36,48.3833,-4.6167,66.38,59,0,10.36
420,Statesboro,US,2022-05-08 10:33:37,32.4488,-81.7832,60.6,82,100,4.61
421,Purificacion,CO,2022-05-08 10:33:38,3.8587,-74.9313,71.11,93,94,1.68
422,Nur,PL,2022-05-08 10:33:38,52.6683,22.3221,64.24,64,73,11.43
423,Brae,GB,2022-05-08 10:33:39,60.3964,-1.353,49.53,74,100,18.81
424,Verkhovye,RU,2022-05-08 10:33:39,52.8119,37.2425,57.51,59,42,12.68
425,Nouadhibou,MR,2022-05-08 10:33:40,20.931,-17.0347,66.18,82,40,16.11
426,Nsanje,MW,2022-05-08 10:33:41,-16.92,35.262,89.74,38,3,3.67
427,Surt,LY,2022-05-08 10:33:42,31.2089,16.5887,73.18,45,36,8.88
428,Tazovskiy,RU,2022-05-08 10:32:15,67.4667,78.7,26.15,91,17,11.01
429,Clarksville,US,2022-05-08 10:28:53,36.5298,-87.3595,50.25,95,0,0.0
430,Manpur,IN,2022-05-08 10:33:43,22.4333,75.6167,103.89,9,29,10.67
431,Owando,CG,2022-05-08 10:33:43,-0.4819,15.8999,93.2,44,69,1.83
432,Chapais,CA,2022-05-08 10:33:44,49.7834,-74.8492,24.58,84,8,3.53
433,Yenagoa,NG,2022-05-08 10:33:45,4.9247,6.2642,90.1,57,70,5.46
434,Tara,RU,2022-05-08 10:33:45,56.8944,74.371,53.8,61,87,5.37
435,Zelezniki,SI,2022-05-08 10:33:46,46.2333,14.1667,67.12,37,100,5.64
436,South Venice,US,2022-05-08 10:33:46,27.0531,-82.4243,77.99,86,75,8.05
437,Joensuu,FI,2022-05-08 10:33:47,62.6012,29.7632,45.09,42,0,14.97
438,Neyshabur,IR,2022-05-08 10:33:48,36.2133,58.7958,82.17,23,71,5.17
439,Acari,PE,2022-05-08 10:33:48,-15.4311,-74.6158,64.96,87,41,2.17
440,Kidal,ML,2022-05-08 10:33:49,18.4411,1.4078,100.04,6,7,11.83
441,Manaus,BR,2022-05-08 10:33:50,-3.1019,-60.025,77.49,100,75,2.3
442,Diapaga,BF,2022-05-08 10:33:50,12.0708,1.7889,98.46,30,75,6.17
443,Male,MV,2022-05-08 10:33:51,4.1748,73.5089,87.75,79,75,19.57
444,Sernur,RU,2022-05-08 10:33:52,56.9333,49.1536,59.88,39,63,14.65
445,Oistins,BB,2022-05-08 10:33:52,13.0667,-59.5333,80.69,74,20,14.97
446,Gunjur,GM,2022-05-08 10:33:53,13.2019,-16.7339,82.47,47,0,8.05
447,Srivardhan,IN,2022-05-08 10:33:54,18.0333,73.0167,86.95,70,13,20.58
448,Conde,BR,2022-05-08 10:33:54,-7.2597,-34.9075,72.86,94,0,9.22
449,Nedryhayliv,UA,2022-05-08 10:33:55,50.834,33.8763,64.24,52,94,12.1
450,Vytegra,RU,2022-05-08 10:33:55,61.0064,36.4481,44.22,71,100,6.96
451,Mana,GF,2022-05-08 10:33:56,5.6592,-53.7767,79.0,84,100,9.64
452,Morondava,MG,2022-05-08 10:33:57,-20.2833,44.2833,81.63,63,0,10.45
453,Khipro,PK,2022-05-08 10:33:57,25.8285,69.3772,112.69,8,0,15.43
454,Tandil,AR,2022-05-08 10:30:03,-37.3217,-59.1332,57.69,100,30,4.61
455,Santa Maria Da Vitoria,BR,2022-05-08 10:34:59,-13.3947,-44.1886,75.22,61,99,6.69
456,Ghogha,IN,2022-05-08 10:34:59,21.6833,72.2833,104.11,29,20,12.66
457,Ilmajoki,FI,2022-05-08 10:35:00,62.7333,22.5667,48.97,36,0,13.8
458,Kvareli,GE,2022-05-08 10:35:00,41.9524,45.8151,55.06,86,100,2.98
459,Carballo,ES,2022-05-08 10:35:01,43.213,-8.691,74.62,62,41,4.94
460,Isla Mujeres,MX,2022-05-08 10:35:02,21.2311,-86.731,78.85,86,1,11.59
461,Jumla,NP,2022-05-08 10:35:02,29.2747,82.1838,60.33,70,97,4.18
462,Padang,ID,2022-05-08 10:32:38,-0.9492,100.3543,86.05,81,100,0.58
463,Mira,IT,2022-05-08 10:33:28,45.4358,12.1348,71.06,61,20,14.97
464,Rincon,US,2022-05-08 10:35:04,32.296,-81.2354,62.83,82,20,6.91
465,Pell City,US,2022-05-08 10:32:57,33.5862,-86.2861,53.78,96,0,0.0
466,Botwood,CA,2022-05-08 10:35:05,49.1499,-55.3482,33.91,50,1,8.03
467,Ijui,BR,2022-05-08 10:30:09,-28.3878,-53.9147,51.82,87,11,5.5
468,Paamiut,GL,2022-05-08 10:35:06,61.994,-49.6678,32.9,82,91,14.34
469,Dunda,TZ,2022-05-08 10:35:07,-8.1167,34.25,84.99,37,18,5.35
470,Ouadda,CF,2022-05-08 10:35:07,8.0777,22.4007,95.36,32,90,2.62
471,Iquitos,PE,2022-05-08 10:31:25,-3.7481,-73.2472,75.24,100,75,2.3
472,Camana,PE,2022-05-08 10:35:08,-16.6228,-72.7111,64.99,86,69,7.47
473,Marsaxlokk,MT,2022-05-08 10:35:09,35.8419,14.5431,68.61,64,20,16.11
474,Peoria,US,2022-05-08 10:35:09,40.7667,-89.7668,53.69,59,0,13.8
475,Ayagoz,KZ,2022-05-08 10:35:10,47.9714,80.4392,56.17,21,61,24.9
476,Sayat,TM,2022-05-08 10:35:11,38.7839,63.8803,100.27,11,72,7.87
477,Djibo,BF,2022-05-08 10:35:11,14.1022,-1.6306,103.3,13,41,8.08
478,Orocue,CO,2022-05-08 10:35:12,4.7912,-71.3354,71.92,96,85,2.37
479,Boralday,KZ,2022-05-08 10:35:13,43.3578,76.8594,81.61,32,36,8.61
480,Tulghes,RO,2022-05-08 10:35:13,46.95,25.7667,62.76,71,54,3.76
481,Cap Malheureux,MU,2022-05-08 10:35:14,-19.9842,57.6142,83.46,62,10,8.99
482,Khargapur,IN,2022-05-08 10:35:14,24.823,79.144,109.09,8,5,9.86
483,Cervo,ES,2022-05-08 10:35:15,43.6702,-7.4101,62.67,73,48,10.63
484,Puerto Quijarro,BO,2022-05-08 10:35:16,-17.7833,-57.7667,63.97,51,4,1.72
485,La Palma,US,2022-05-08 10:35:16,33.8464,-118.0467,64.35,82,100,11.5
486,Sergeyevka,KZ,2022-05-08 10:35:17,53.88,67.4158,63.36,20,69,3.74
487,Veraval,IN,2022-05-08 10:35:18,20.9,70.3667,87.46,64,0,19.55
488,Patur,IN,2022-05-08 10:35:18,20.45,76.9333,107.33,10,38,8.9
489,Talcahuano,CL,2022-05-08 10:35:19,-36.7167,-73.1167,53.28,94,100,6.91
490,Baherove,UA,2022-05-08 10:35:20,45.3742,36.2971,56.39,52,100,12.62
491,Newbury,GB,2022-05-08 10:35:21,51.4003,-1.3206,64.67,75,34,7.87
492,Capreol,CA,2022-05-08 10:35:21,46.706,-80.9225,41.47,38,0,9.22
493,Kilakarai,IN,2022-05-08 10:35:22,9.2333,78.7833,89.91,63,100,16.17
494,Inta,RU,2022-05-08 10:35:23,66.0317,60.1659,53.13,76,89,17.11
495,Kuusamo,FI,2022-05-08 10:34:09,65.9667,29.1833,41.04,42,20,16.11
496,Skibbereen,IE,2022-05-08 10:35:24,51.55,-9.2667,56.1,86,87,10.51
497,Nakonde,ZM,2022-05-08 10:35:24,-9.3421,32.745,75.61,51,31,7.2
498,Port Antonio,JM,2022-05-08 10:35:25,18.18,-76.4612,78.71,81,39,5.3
499,Saint-Joseph,RE,2022-05-08 10:35:26,-21.3667,55.6167,79.18,79,36,7.18
500,Mattoon,US,2022-05-08 10:36:27,39.4831,-88.3728,49.95,66,0,8.05
501,Lisa,RO,2022-05-08 10:36:27,43.8,25.1333,67.71,32,56,9.01
502,Mayumba,GA,2022-05-08 10:36:28,-3.432,10.6554,82.38,75,63,6.73
503,Kisangani,CD,2022-05-08 10:36:29,0.5167,25.2,83.44,72,90,4.0
504,Lindi,TZ,2022-05-08 10:36:29,-10.0,39.7167,88.83,50,48,5.66
505,Baijiantan,CN,2022-05-08 10:36:30,45.6333,85.1833,86.07,19,43,20.11
506,Porto Novo,BJ,2022-05-08 10:36:31,6.4965,2.6036,87.62,62,83,8.97
507,Niono,ML,2022-05-08 10:36:31,14.2526,-5.993,101.8,18,20,12.08
508,Saint-Francois,FR,2022-05-08 10:36:32,46.4154,3.9054,70.68,56,20,5.75
509,Nevel,RU,2022-05-08 10:36:32,56.0209,29.9284,54.16,47,99,9.57
510,Gouyave,GD,2022-05-08 10:36:33,12.1646,-61.7296,79.57,78,75,18.41
511,Kataysk,RU,2022-05-08 10:36:34,56.289,62.5841,65.07,28,64,7.61
512,Dongargaon,IN,2022-05-08 10:36:34,20.9667,80.85,107.65,9,22,8.21
513,Mitsamiouli,KM,2022-05-08 10:36:35,-11.3847,43.2844,82.45,73,40,7.7
514,La Rioja,ES,2022-05-08 10:36:36,42.25,-2.5,60.58,43,62,8.39
515,Bubaque,GW,2022-05-08 10:36:37,11.2833,-15.8333,76.59,67,11,3.76
516,Nilagiri,IN,2022-05-08 10:36:37,21.4582,86.7722,88.56,51,19,14.09
517,Ostersund,SE,2022-05-08 10:36:38,63.1792,14.6357,41.61,52,0,13.8
518,Buenos Aires,AR,2022-05-08 10:34:30,-34.6132,-58.3772,59.95,96,0,5.75
519,Nuuk,GL,2022-05-08 10:36:39,64.1835,-51.7216,30.81,80,0,9.22
520,Sovetskiy,RU,2022-05-08 10:36:40,61.3614,63.5842,63.95,33,80,11.63
521,Sao Felix Do Xingu,BR,2022-05-08 10:36:41,-6.6447,-51.995,73.67,94,76,0.63
522,Lodhran,PK,2022-05-08 10:36:41,29.5405,71.6336,115.23,5,0,6.55
523,Charlestown,AU,2022-05-08 10:36:42,-32.95,151.6667,58.41,79,0,1.01
524,Ust-Tarka,RU,2022-05-08 10:36:43,55.5672,75.705,54.16,56,97,9.66
525,Kapoeta,SS,2022-05-08 10:36:43,4.7717,33.5903,95.47,32,70,9.31
526,Bujaru,BR,2022-05-08 10:36:44,-1.515,-48.0447,73.87,98,100,1.57
527,Uberlandia,BR,2022-05-08 10:36:45,-18.9186,-48.2772,67.21,88,75,5.75
528,The Valley,AI,2022-05-08 10:36:45,18.217,-63.0578,77.09,81,96,15.97
529,Margate,GB,2022-05-08 10:36:38,51.3813,1.3862,59.31,68,2,5.99
530,Husavik,IS,2022-05-08 10:36:46,66.0449,-17.3389,42.96,81,100,5.93
531,Lokosovo,RU,2022-05-08 10:36:47,61.1333,74.8167,44.6,70,95,6.6
532,Tuni,IN,2022-05-08 10:36:48,17.35,82.55,83.97,72,81,6.44
533,Puerto Colombia,CO,2022-05-08 10:36:48,10.9878,-74.9547,75.29,81,65,5.88
534,Belousovka,KZ,2022-05-08 10:36:49,50.1339,82.5239,58.05,15,0,20.13
535,Baraya,CO,2022-05-08 10:36:49,3.1533,-75.0531,68.88,86,67,2.06
536,Svetlyy,RU,2022-05-08 10:36:50,54.675,20.1347,52.97,67,90,10.02
537,Kalmunai,LK,2022-05-08 10:36:51,7.4167,81.8167,87.89,66,100,8.19
538,Mabaruma,GY,2022-05-08 10:36:51,8.2,-59.7833,74.14,98,93,2.44
539,Razole,IN,2022-05-08 10:36:52,16.4833,81.8333,89.42,58,89,7.45
540,Qandala,SO,2022-05-08 10:36:53,11.472,49.8728,91.08,51,6,7.4
541,Kourou,GF,2022-05-08 10:36:54,5.1552,-52.6478,81.1,85,83,9.89
542,Santander,ES,2022-05-08 10:36:54,43.4647,-3.8044,67.6,81,0,8.01
